ID;MODELO;FORNECEDOR;ARM_DE_RECEBIMENTO;CODIGO;NIVEL;TRIAGEM_ESPECIAL;CONSUMO;ESTACAO;LADO;GRUPO_DE_ENVIO;CLASSIF;SUB_GRUPO_1;SUB_GRUPO_2;QUANT_MINIMA;QUANT_MAXIMA;QTD_ENVIO;LISTA_TRIAGEM;ETIQ_DESOVA;MODULO_FLOW_RACK;MODELO_CONCATENADO;QTY_KLT;FORNECEDOR_NAC;OBSERVACAO;ENTRADA;ALTERACAO;DESCRICAO;RECEITA;CLASSIF_1;PORTA;PTL;CODIGO_UNICO;USUARIO;QA_REPARO;SEQ_PBS;QTD_CASE;MODULO
6082;TIGGO 5X PRO;NAC;180 NAC;B05900C1200;;(F03C01N3D);1;FAI;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-37_N-04;F03C01N3D;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;PADRÃO MINAS;;8082022;29102025;ETIQUETA: OK VEDACAO;;;;;60821;12864;;;;
6083;TIGGO 5X PRO;NAC;180 NAC;B05900C1300;;(F04C05N01);1;FAI ALINHAMENTO;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-37_N-04;F04C05N01;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;3;PADRÃO MINAS;;8082022;20042026;ETIQUETA: OK FINAL;;;;;60831;116267;;;;
6084;TIGGO 5X PRO;NAC;ALMOX;99000NO047HMC;;(F01C05N1E);2;T31;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-38_N-03;F01C05N1E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;AGNOS COM LTDA;;8082022;11112025;PARAFUSO M6X16;;;;;60842;12864;;;;
6085;TIGGO 5X PRO;NAC;180 NAC;B1220106104;;;4;SUB MAÇANETA;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;3;AGNOS COM LTDA;;8082022;9112022;PARAFUSO PAN HEAD M6X10;...;;;;60854...;13187;;;;
6086;TIGGO 5X PRO;NAC;180 NAC;B11862C1000;;(F02C09N2E);4;SUB MOLDURA DE PLACA ;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-38_N-03;F02C09N2E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;AGNOS COM LTDA;;8082022;19112025;PARAFUSO PAN HEAD M6X8;;;;;60864;12864;;;;
6087;TIGGO 5X PRO;NAC;180 NAC;B05064C1500;;;1;F21;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;COBRA METAIS;;8082022;6112025;J693903026BR PLAQUETA ANO DE FABRICACAO;...;;;;60871...;13187;;;;
6088;TIGGO 5X PRO;NAC;180 NAC;B05253C1000;;(F03C01N1F);;F21;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-32_N-04;F03C01N1F;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;COBRA METAIS;;8082022;13052026;A133903017BR ETIQUETA DO RADIADOR;;;;;6088;8155;;;;
6089;TIGGO 5X PRO;CKD;RGLOG;T152810212;;(M-91);0;C07;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;10;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;15;;SACI SUB;8082022;5022024;SUPORTE DA SUSPENSAO LD;...;;;;60890...;13187;;;;
6090;TIGGO 5X PRO;CKD;RGLOG;T151117011;;SSM-93_N-01;;C02/03;;SACI SUB;ICE_HIGH_FL2+ICE_LOW_FL2;M-93_N-01;SSM-93_N-01;;;30;10-(180)_TRIAGEM;10-(180)_TRIAGEM;44;;4;;;8082022;11032025;SUPORTE DO FILTRO DE COMBUSTIVEL;;;;;6090;116874;;;;
6091;TIGGO 5X PRO;CKD;RGLOG;T151204011;;SSM-93_N-01;;C02;;SACI SUB;ICE_HIGH_FL2+ICE_LOW_FL2;M-93_N-02;SSM-93_N-01;;;40;10-(180)_TRIAGEM;10-(180)_TRIAGEM;127;;3;;;8082022;6022024;ICE_HIGHTETOR TERMICO ASSOALHO;;;;;6091;116874;;;;
6092;TIGGO 5X PRO;NAC;180 NAC;B05059C1000;;(F03C01N1H);;FAI;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-43_N-03;F03C01N1H;0;0;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;PADRÃO MINAS;;8082022;7102025;MASCARA DA ETIQUETA DE SEGURANCA;;;;;6092;12864;;;;
6093;TIGGO 5X PRO;CKD;RGLOG;CQ67645;;(F01C01N02);0;C05;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;23092025;ABRACADEIRA;...;;;;60930...;13187;;;;
6094;TIGGO 5X PRO;CKD;RGLOG;E4T15B1118016;;(F02C07N3B);0;SUB SUSPENSÃO DIANT;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-32_N-04;F02C07N3B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;16122024;SUPORTE TC;;;;;60940;12864;;;;
6095;TIGGO 5X PRO;CKD;RGLOG;T152810211;;(M-74);0;C07;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;10;15;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;15;;SACI SUB;8082022;5022024;SUPORTE DA SUSPENSAO LE;...;;;;60950...;13187;;;;
6096;TIGGO 5X PRO;CKD;RGLOG;J685614011DP;;ESPECIFICA ;0;SUB SPOILER;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;6112025;VEDADOR DE ESPUMA DO SPOILER;...;;;;60960...;13187;;;;
6097;TIGGO 5X PRO;CKD;RGLOG;J685614011HM1;;ESPECIFICA;0;SUB SPOILER;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;6112025;ESPUMA ISOLANTE I;...;;;;60970...;13187;;;;
6098;TIGGO 5X PRO;CKD;RGLOG;J685614011HM2;;ESPECIFICA ;0;SUB SPOILER;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;6112025;ESPUMA ISOLANTE II;...;;;;60980...;13187;;;;
6099;TIGGO 5X PRO;CKD;RGLOG;J685614011HM3;;ESPECIFICA;0;SUB SPOILER;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;6112025;ESPUMA ISOLANTE III;...;;;;60990...;13187;;;;
6100;TIGGO 5X PRO;CKD;RGLOG;J685614011HM4;;ESPECIFICA ;0;SUB SPOILER;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;6112025;ESPUMA ISOLANTE IV;...;;;;61000...;13187;;;;
6101;TIGGO 5X PRO;CKD;RGLOG;T18NK01;;ESPECIFICA;0;T29;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-41_N-04;F02C06N2H;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;16102025;TRAVA DO CABO DA PORTINHOLA ;;;;;61010;12864;;;;
6102;TIGGO 5X PRO;CKD;RGLOG;T116102541;;(F01C02N3C);0;T10;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-28_N-03;F01C02N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;7102025;BATENTE DA PORTA;;;;;61020;12864;;;;
6103;TIGGO 5X PRO;CKD;RGLOG;T215306011;;(F01C02N3A);0;T10;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-37_N-05;F01C02N3A;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;4;;;;;8082022;5122025;TRAVA PLASTICA DA MANTA;;;;;61030;12864;;;;
6104;TIGGO 5X PRO;CKD;RGLOG;T218402225;;(F01C01N3D);0;T02;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-31_N-02;F01C01N3D;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;232;;3;;;8082022;29112025;PRESILHA DE FIXACAO;;;;;61040;12864;;;;
6105;TIGGO 5X PRO;CKD;RGLOG;T213600063;;ESPECIFICA;0;F01;;SACI MIUDEZA;ICE_LOW_FL2;M-33_N-02;F01C06N3E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;16122025;SUPORTE SENSOR DE LUZ;;;;;61050;12864;;;;
6106;TIGGO 5X PRO;CKD;RGLOG;T116102541;;(F01C02N3C);0;F04;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-33_N-04;F01C02N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;7102025;BATENTE DA PORTA;;;;;61060;12864;;;;
6107;TIGGO 5X PRO;CKD;RGLOG;EC3512;;;0;SUB SPOILER;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;3;;;8082022;8022024;3M TAPE;...;;;;61070...;13187;;;;
6108;TIGGO 5X PRO;CKD;RGLOG;T153658020;;(F02C02N3A);0;T06;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-39_N-03;F02C02N3A;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;6;;;;;8082022;29112025;SENSOR DE IMPACTO LATERAL;;;;;61080;12864;;;;
6109;TIGGO 5X PRO;CKD;RGLOG;202000474AA;;PALLET;;SUB DISCO TRAS;;SACI SUB;ICE_HIGH_FL2+ICE_LOW_FL2;M-86_N-02;PALLET;;;0;10-(180)_TRIAGEM;10-(180)_TRIAGEM;56;;16;;;8082022;9112022;SUPORTE BRACO DA BARRA DIRECAO TRAS;;;;;6109;116874;;;;
6110;TIGGO 5X PRO;CKD;RGLOG;T115402013BA;;(F03C06N3B);;SUB MOLDURA DE PLACA;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;2092025;PRESILHA PLÁSTICA;...;;;;6110...;13187;;;;
6111;TIGGO 5X PRO;CKD;RGLOG;T114102122;;(F01C02N3F);0;T08;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-31_N-01;F01C02N3F;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;4;;;;;8082022;29112025;SELO DE VEDACAO;;;;;61110;12864;;;;
6112;TIGGO 5X PRO;CKD;RGLOG;T155606170;;ESPECIFICA;0;T06;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;16102025;BATENTE DO QUADRO DO PORTA MALAS;...;;;;61120...;13187;;;;
6113;TIGGO 5X PRO;CKD;RGLOG;T153630051;;(F02C06N3B);0;SUB SUSPENSÃO TRAS;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;12122024;SUPORTE DO SENSOR DE VELOCIDADE RODA TRA;...;;;;61130...;13187;;;;
6114;TIGGO 5X PRO;CKD;RGLOG;T114102737;;(F01C02N3D);0;F09;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-32_N-04;F01C02N3D;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;7102025;TAMPAO DE VEDACAO;;;;;61140;12864;;;;
6115;TIGGO 5X PRO;CKD;RGLOG;T116302112;;(F03AC02N02);0;T24;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;3;;;8082022;7042025;TAMPAO B;...;;;;61150...;13187;;;;
6116;TIGGO 5X PRO;CKD;RGLOG;T158402055;;ESPECIFICA;0;C18;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;16102025;SUPORTE DA TRAVA DO CAPO;...;;;;61160...;13187;;;;
6117;TIGGO 5X PRO;CKD;RGLOG;T216102025;;(F03C02N3C);;F22;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-33_N-04;F03C02N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;28082025;BATENTE DE BORRACHA DA PORTA;;;;;6117;12864;;;;
6118;TIGGO 5X PRO;CKD;RGLOG;T114102121;;(F01C02N3B);0;T20;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-35_N-01;F01C02N3B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;7102025;ADESIVO DE VEDACAO 20;;;;;61180;12864;;;;
6119;TIGGO 5X PRO;CKD;RGLOG;T114102121;;(F01C02N3B);0;T05;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-36_N-03;F01C02N3B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;7102025;ADESIVO DE VEDACAO 20;;;;;61190;12864;;;;
6120;TIGGO 5X PRO;CKD;RGLOG;T215811090;;;0;T20;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;9112022;GUIA DO CINTO DE SEGURANCA FRONTAL;...;;;;61200...;13187;;;;
6121;TIGGO 5X PRO;CKD;RGLOG;T151310080;;(M-95);0;C10;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;15;7;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;7;;SACI SUB;8082022;27022025;PROTETOR INFERIOR DO MOTOR;...;;;;61210...;13187;;;;
6122;TIGGO 5X PRO;CKD;RGLOG;E4T15B1118017;;SSM-96_N-03;;SUB SUSPENSÃO DIANT;;SACI SUB;ICE_HIGH_FL2+ICE_LOW_FL2;M-96_N-03;SSM-96_N-03;;;20;10-(180)_TRIAGEM;10-(180)_TRIAGEM;88;;5;;;8082022;9112022;ICE_HIGHTETOR DE CALOR;;;;;6122;116874;;;;
6123;TIGGO 5X PRO;CKD;RGLOG;T216302027BA;;(F02C01N2B);0;F13;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-29_N-04;F02C01N2B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;PRESILHA;;;;;61230;12864;;;;
6124;TIGGO 5X PRO;CKD;RGLOG;T158204013;;(F01C08N3C);0;T18;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-30_N-02;F01C08N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;27052025;SUPORTE FIXO B DO FORRO DE TETO;;;;;61240;12864;;;;
6125;TIGGO 5X PRO;CKD;RGLOG;T213600061;;ESPECIFICA;0;F01;;SACI MIUDEZA;ICE_LOW_FL2;M-33_N-01;F01C01N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;16122025;SENSOR DE LUZ;;;;;61250;12864;;;;
6126;TIGGO 5X PRO;CKD;RGLOG;13163203;;(F02C01N1E);0;MAÇANETA;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-38_N-05;F02C01N1E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;14012026;BATENTE;;;;;61260;12864;;;;
6127;TIGGO 5X PRO;CKD;RGLOG;J686105113;;(F02C08N3B);0;T10;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-28_N-02;F02C08N3B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;16122024;HASTE DE LIBERACAO DA PORTA DIANT LH;;;;;61270;12864;;;;
6128;TIGGO 5X PRO;CKD;RGLOG;J421100032CA;;(F01C06N3D);0;SUB SUSPENSÃO DIANT;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-31_N-04;F01C06N3D;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;21022024;SUPORTE DO TUBO DUPLO;;;;;61280;12864;;;;
6129;TIGGO 5X PRO;CKD;RGLOG;J686105113;;(F02C08N3B);0;T17;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-33_N-01;F02C08N3B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;16122024;HASTE DE LIBERACAO DA PORTA DIANT LH;;;;;61290;12864;;;;
6130;TIGGO 5X PRO;CKD;RGLOG;J685402393;;ESPECIFICA;0;F22;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;16102025;COBERTURA DO LEVANTADOR DA TAMPA TRASEIR;...;;;;61300...;13187;;;;
6131;TIGGO 5X PRO;CKD;RGLOG;509000761AA;;(F03C07N2B);;T14;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-35_N-05;F03C07N2B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;HASTE DA PORTA DIANTEIRA LE;;;;;6131;12864;;;;
6132;TIGGO 5X PRO;CKD;RGLOG;509000762AA;;(F01C01N1E);0;T14;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-35_N-05;F01C01N1E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;6102025;HASTE DA PORTA DIANTEIRA LE;;;;;61320;12864;;;;
6133;TIGGO 5X PRO;CKD;RGLOG;509000763AA;;ESPECIFICA;;T14;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-37_N-02;F01C04N2B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;11112025;HASTE DE LIBERACAO DA PORTA TRASEIRA LE;;;;;6133;12864;;;;
6134;TIGGO 5X PRO;CKD;RGLOG;509000764AA;;ESPECIFICA;0;T14;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-37_N-02;F02C08N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;16102025;VARETA DA PORTA TRASEIRA LD;;;;;61340;12864;;;;
6135;TIGGO 5X PRO;CKD;RGLOG;J606105270;;;0;T23;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;8012025;BATENTE DE ACO DA FECHADURA DA PORTA;...;;;;61350...;13187;;;;
6136;TIGGO 5X PRO;CKD;RGLOG;J601100212;;(F02C04N1B);0;C04;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-28_N-01;F02C04N1B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;10102024;TRAVA DUPLA DA TUBULACAO DE COMB;;;;;61360;12864;;;;
6137;TIGGO 5X PRO;CKD;RGLOG;J606106011;;BODY SHOP;0;FAI;;BODY SHOP;ICE_HIGH_FL2+ICE_LOW_FL2;BODY SHOP;BODY SHOP;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;6;;;8082022;29012026;TAMPA DO PARAFUSO DA DOBRADICA DA PORTA;;;;;61370;12864;;;;
6138;TIGGO 5X PRO;CKD;RGLOG;J685611151;;ESPECIFICA;0;F01;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;4112025;BATENTE DO MOTOR DO VIDRO VIGIA;...;;;;61380...;13187;;;;
6139;TIGGO 5X PRO;CKD;RGLOG;J425205171;;(F01C06N3C);0;ALINHAMENTO;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-37_N-01;F01C06N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;12122024;TAMPAO DO BRACO DO LIMPADOR;;;;;61390;12864;;;;
6140;TIGGO 5X PRO;CKD;RGLOG;J682803012;;(F03C06N3C);;SUB PCH DIANT;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;9112022;PORCA PLASTICA DA PLACA DE LICENSA;...;;;;6140...;13187;;;;
6141;TIGGO 5X PRO;CKD;RGLOG;703000140AA;;(F01C03N3F);0;F03;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-40_N-05;F01C03N3F;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;MODULO DE CARREGAMENTO USB;;;;;61410;12864;;;;
6142;TIGGO 5X PRO;CKD;RGLOG;J603102031;;(F02C02N3E);0;C06;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-29_N-01;F02C02N3E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;PRESILHA DO PARABARRO;;;;;61420;12864;;;;
6143;TIGGO 5X PRO;CKD;RGLOG;J685402057BA;;(F01C07N3D);;T31;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-32_N-01;F01C07N3D;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;260;;;;;8082022;6052026;ACABAMENTO DO PARAF MOLD COLUNA B;;;;;6143;122655;;;;
6144;TIGGO 5X PRO;CKD;RGLOG;J681301313;;(F01C07N3C);0;C18;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;7032025;BATENTE DO RADIADOR II;...;;;;61440...;13187;;;;
6145;TIGGO 5X PRO;CKD;RGLOG;J604102217;;;0;T03;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;FR0004;;3;;;8082022;11102024;ADESIVO DE VEDACAO ESPECIFICO CVT;...;;;;61450...;13187;;;;
6146;TIGGO 5X PRO;CKD;RGLOG;J603102031;;(F02C02N3E);0;C16;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-41_N-01;F02C02N3E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;6092025;PRESILHA DO PARABARRO;;;;;61460;12864;;;;
6147;TIGGO 5X PRO;CKD;RGLOG;J681301313;;(F01C07N03);0;C18;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;3;;;8082022;21032025;BATENTE DO RADIADOR II;...;;;;61470...;13187;;;;
6148;TIGGO 5X PRO;CKD;RGLOG;Q1820620F36;;(F03C07N1B);;F08;;PESAGEM (MIUDEZA/WH001);ICE_HIGH_FL2+ICE_LOW_FL2;M-27_N-02;F03C07N1B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;28022025;PARAFUSO DE FIXACAO;;;;;6148;114232;;;;
6149;TIGGO 5X PRO;CKD;RGLOG;Q1820825F36;;(F01C07N1C);0;F02;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-29_N-02;F01C07N1C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;28092024;PARAFUSO DA BANDEJA DA BATERIA;;;;;61490;12864;;;;
6150;TIGGO 5X PRO;CKD;RGLOG;Q5003226F36;;18891-CT1920260201;;SUB SUSPENSÃO DIANT;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-29_N-04;F02C05N2C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;11042026;CUPILHA;;;;;6150;114232;;;;
6151;TIGGO 5X PRO;CKD;RGLOG;Q1851255TF61SK;;(F01C04N1C);0;C07;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-29_N-03;F01C04N1C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9112022;PARAFUSO;;;;;61510;12864;;;;
6152;TIGGO 5X PRO;CKD;RGLOG;Q2540625F36;;(F01C02N1E);0;T15;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-43_N-03;F01C02N1E;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;9122025;PARAFUSO DE FIXACAO DO QUEBRA-SOL;;;;;61520;12864;;;;
6153;TIGGO 5X PRO;CKD;RGLOG;Q146B0616F38;;(F02C07N2F);0;C20;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;12122024;PARAFUSO DO SUPORTE DA TRAVA DO CAPO;...;;;;61530...;13187;;;;
6154;TIGGO 5X PRO;CKD;RGLOG;Q146B0820TF38;;(F01C04N1D);0;T16;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;9112022;PARAFUSO DO SUPORTE DE ABERTURA DO CAPO;...;;;;61540...;13187;;;;
6155;TIGGO 5X PRO;CKD;RGLOG;J606105229;;(F02C06N3C);0;T16;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-31_N-02;F02C06N3C;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;3072024;ANTIRRUIDO DA MACANETA II;;;;;61550;12864;;;;
6156;TIGGO 5X PRO;CKD;RGLOG;Q1820620F36;;(F03C07N1B);0;T02;;PESAGEM (MIUDEZA/WH001);ICE_HIGH_FL2+ICE_LOW_FL2;M-31_N-02;F03C07N1B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;1;;3;;;8082022;29112025;PARAFUSO DE FIXACAO;;;;;61560;114232;;;;
6157;TIGGO 5X PRO;CKD;RGLOG;Q1880625F36Q;;(F01C03N1A);0;T06;;SACI MIUDEZA;ICE_HIGH_FL2+ICE_LOW_FL2;M-31_N-02;F01C03N1A;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;8102025;PARAFUSO DE FIXACAO;;;;;61570;12864;;;;
6158;TIGGO 5X PRO;CKD;RGLOG;Q1820620F36;;(F03C07N1B);;T09;;PESAGEM (MIUDEZA/WH001);ICE_HIGH_FL2+ICE_LOW_FL2;M-32_N-01;F03C07N1B;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;;8082022;28022025;PARAFUSO DE FIXACAO;;;;;6158;114232;;;;
6159;TIGGO 5X PRO;CKD;RGLOG;Q140B0615F61L;;(F01C03N1B);0;C04;;OBSOLETO;OBSOLETO;OBSOLETO;OBSOLETO;;;;10-(180)_TRIAGEM;10-(180)_TRIAGEM;;;;;SACI MIUDEZA;8082022;8102025;PARAFUSO E ARRUELA M6 X 15;...;;;;61590...;13187;;;;
